District,Chart,Instrument,Var_name,Variable,Section,Link_to_District,Type,Matrix_prompt,Item_text,Value,ResponseCategory,SubPopVar,SubPopVal,UnweightedCnt,Item_N,Flag_Row,Flag_Item,WeightedCntEstimate,WeightedCntSTDError,WeightedCntCILowerBound,WeightedCntCIUpperBound,WeightedPctEstimate,WeightedPctSTDError,WeightedPctCILowerBound,WeightedPctCIUpperBound,WeightedMean,WeightedMeanSE,WeightedMeanCILowerBound,WeightedMeanCIUpperBound,WeightedMedian
Boston,A1_4,Principal,A1_4a,A_Page_A1_4_a_A1_4,STATE CURRICULUM FRAMEWORKS,N/A,Ordinal,Please indicate the degree to which you think the following district or school resources are aligned to the 2011 English Language Arts Curriculum Framework.,District-wide summative assessments,(missing),missing,District Name,Boston,6,30,N,N,16.24,5.11,6.03,26.46,,,,,,,,,
Boston,A1_4,Principal,A1_4a,A_Page_A1_4_a_A1_4,STATE CURRICULUM FRAMEWORKS,N/A,Ordinal,Please indicate the degree to which you think the following district or school resources are aligned to the 2011 English Language Arts Curriculum Framework.,District-wide summative assessments,-1,Don't Know,District Name,Boston,2,30,N,N,,,,,,,,,,,,,
Boston,A1_4,Principal,A1_4a,A_Page_A1_4_a_A1_4,STATE CURRICULUM FRAMEWORKS,N/A,Ordinal,Please indicate the degree to which you think the following district or school resources are aligned to the 2011 English Language Arts Curriculum Framework.,District-wide summative assessments,,,District Name,Boston,,30,N,N,,,,,,,,,2.87,0.11,2.66,3.08,3
Boston,A1_4,Principal,A1_4b,A_Page_A1_4_b_A1_4,STATE CURRICULUM FRAMEWORKS,N/A,Ordinal,Please indicate the degree to which you think the following district or school resources are aligned to the 2011 English Language Arts Curriculum Framework.,Assessments created or selected by teachers,1,Not At All Aligned,District Name,Boston,1,31,N,N,2.71,2.16,0,7.03,3.23,2.57,0.74,13.02,,,,,
Boston,A1_4,Principal,A1_4b,A_Page_A1_4_b_A1_4,STATE CURRICULUM FRAMEWORKS,N/A,Ordinal,Please indicate the degree to which you think the following district or school resources are aligned to the 2011 English Language Arts Curriculum Framework.,Assessments created or selected by teachers,2,Somewhat Aligned,District Name,Boston,12,31,N,N,32.48,5.54,21.4,43.57,38.71,6.13,27.47,51.3,,,,,
Boston,A1_4,Principal,A1_4b,A_Page_A1_4_b_A1_4,STATE CURRICULUM FRAMEWORKS,N/A,Ordinal,Please indicate the degree to which you think the following district or school resources are aligned to the 2011 English Language Arts Curriculum Framework.,Assessments created or selected by teachers,3,Aligned,District Name,Boston,14,31,N,N,37.9,6.83,24.24,51.56,45.16,6.47,32.94,58,,,,,
Boston,A1_4,Principal,A1_4b,A_Page_A1_4_b_A1_4,STATE CURRICULUM FRAMEWORKS,N/A,Ordinal,Please indicate the degree to which you think the following district or school resources are aligned to the 2011 English Language Arts Curriculum Framework.,Assessments created or selected by teachers,4,Strongly Aligned,District Name,Boston,4,31,N,N,10.83,4.37,2.1,19.56,12.9,4.97,5.91,25.89,,,,,
Boston,A1_4,Principal,A1_4b,A_Page_A1_4_b_A1_4,STATE CURRICULUM FRAMEWORKS,N/A,Ordinal,Please indicate the degree to which you think the following district or school resources are aligned to the 2011 English Language Arts Curriculum Framework.,Assessments created or selected by teachers,(missing),missing,District Name,Boston,6,31,N,N,16.24,5.11,6.03,26.46,,,,,,,,,
Boston,A1_4,Principal,A1_4b,A_Page_A1_4_b_A1_4,STATE CURRICULUM FRAMEWORKS,N/A,Ordinal,Please indicate the degree to which you think the following district or school resources are aligned to the 2011 English Language Arts Curriculum Framework.,Assessments created or selected by teachers,-1,Don't Know,District Name,Boston,1,31,N,N,,,,,,,,,,,,,
Boston,A1_4,Principal,A1_4b,A_Page_A1_4_b_A1_4,STATE CURRICULUM FRAMEWORKS,N/A,Ordinal,Please indicate the degree to which you think the following district or school resources are aligned to the 2011 English Language Arts Curriculum Framework.,Assessments created or selected by teachers,,,District Name,Boston,,31,N,N,,,,,,,,,2.68,0.1,2.47,2.88,3
Boston,A1_4,Principal,A1_4c,A_Page_A1_4_c_A1_4,STATE CURRICULUM FRAMEWORKS,N/A,Ordinal,Please indicate the degree to which you think the following district or school resources are aligned to the 2011 English Language Arts Curriculum Framework.,English Language Arts textbooks used in your school,1,Not At All Aligned,District Name,Boston,3,29,N,N,8.12,3.75,0.61,15.63,10.34,4.78,4.11,23.68,,,,,
Boston,A1_4,Principal,A1_4c,A_Page_A1_4_c_A1_4,STATE CURRICULUM FRAMEWORKS,N/A,Ordinal,Please indicate the degree to which you think the following district or school resources are aligned to the 2011 English Language Arts Curriculum Framework.,English Language Arts textbooks used in your school,2,Somewhat Aligned,District Name,Boston,12,29,N,N,32.48,6.42,19.65,45.32,41.38,7.47,27.78,56.43,,,,,
Boston,A1_4,Principal,A1_4c,A_Page_A1_4_c_A1_4,STATE CURRICULUM FRAMEWORKS,N/A,Ordinal,Please indicate the degree to which you think the following district or school resources are aligned to the 2011 English Language Arts Curriculum Framework.,English Language Arts textbooks used in your school,3,Aligned,District Name,Boston,9,29,N,N,24.36,6.16,12.04,36.68,31.03,6.63,19.64,45.31,,,,,
Boston,A1_4,Principal,A1_4c,A_Page_A1_4_c_A1_4,STATE CURRICULUM FRAMEWORKS,N/A,Ordinal,Please indicate the degree to which you think the following district or school resources are aligned to the 2011 English Language Arts Curriculum Framework.,English Language Arts textbooks used in your school,4,Strongly Aligned,District Name,Boston,5,29,N,N,13.54,4.86,3.82,23.25,17.24,5.81,8.61,31.53,,,,,
Boston,A1_4,Principal,A1_4c,A_Page_A1_4_c_A1_4,STATE CURRICULUM FRAMEWORKS,N/A,Ordinal,Please indicate the degree to which you think the following district or school resources are aligned to the 2011 English Language Arts Curriculum Framework.,English Language Arts textbooks used in your school,(missing),missing,District Name,Boston,6,29,N,N,16.24,5.11,6.03,26.46,,,,,,,,,
Boston,A1_4,Principal,A1_4c,A_Page_A1_4_c_A1_4,STATE CURRICULUM FRAMEWORKS,N/A,Ordinal,Please indicate the degree to which you think the following district or school resources are aligned to the 2011 English Language Arts Curriculum Framework.,English Language Arts textbooks used in your school,-1,Don't Know,District Name,Boston,3,29,N,N,,,,,,,,,,,,,
Boston,A1_4,Principal,A1_4c,A_Page_A1_4_c_A1_4,STATE CURRICULUM FRAMEWORKS,N/A,Ordinal,Please indicate the degree to which you think the following district or school resources are aligned to the 2011 English Language Arts Curriculum Framework.,English Language Arts textbooks used in your school,,,District Name,Boston,,29,N,N,,,,,,,,,2.55,0.12,2.31,2.79,2
Boston,A1_4,Principal,A1_4d,A_Page_A1_4_d_A1_4,STATE CURRICULUM FRAMEWORKS,N/A,Ordinal,Please indicate the degree to which you think the following district or school resources are aligned to the 2011 English Language Arts Curriculum Framework.,English Language Arts curriculum selected or developed by your district,1,Not At All Aligned,District Name,Boston,0,28,N,N,0,0,0,0,0,0,0,0,,,,,
Boston,A1_4,Principal,A1_4d,A_Page_A1_4_d_A1_4,STATE CURRICULUM FRAMEWORKS,N/A,Ordinal,Please indicate the degree to which you think the following district or school resources are aligned to the 2011 English Language Arts Curriculum Framework.,English Language Arts curriculum selected or developed by your district,2,Somewhat Aligned,District Name,Boston,5,28,N,N,13.54,4.76,4,23.07,17.86,6.21,8.71,33.12,,,,,
Boston,A1_4,Principal,A1_4d,A_Page_A1_4_d_A1_4,STATE CURRICULUM FRAMEWORKS,N/A,Ordinal,Please indicate the degree to which you think the following district or school resources are aligned to the 2011 English Language Arts Curriculum Framework.,English Language Arts curriculum selected or developed by your district,3,Aligned,District Name,Boston,19,28,N,N,51.43,8.19,35.05,67.82,67.86,7.82,51.13,80.99,,,,,
Boston,A1_4,Principal,A1_4d,A_Page_A1_4_d_A1_4,STATE CURRICULUM FRAMEWORKS,N/A,Ordinal,Please indicate the degree to which you think the following district or school resources are aligned to the 2011 English Language Arts Curriculum Framework.,English Language Arts curriculum selected or developed by your district,4,Strongly Aligned,District Name,Boston,4,28,N,N,10.83,4.29,2.24,19.42,14.29,5.29,6.72,27.83,,,,,
Boston,A1_4,Principal,A1_4d,A_Page_A1_4_d_A1_4,STATE CURRICULUM FRAMEWORKS,N/A,Ordinal,Please indicate the degree to which you think the following district or school resources are aligned to the 2011 English Language Arts Curriculum Framework.,English Language Arts curriculum selected or developed by your district,(missing),missing,District Name,Boston,6,28,N,N,16.24,5.11,6.03,26.46,,,,,,,,,
Boston,A1_4,Principal,A1_4d,A_Page_A1_4_d_A1_4,STATE CURRICULUM FRAMEWORKS,N/A,Ordinal,Please indicate the degree to which you think the following district or school resources are aligned to the 2011 English Language Arts Curriculum Framework.,English Language Arts curriculum selected or developed by your district,-1,Don't Know,District Name,Boston,4,28,N,N,,,,,,,,,,,,,
Boston,A1_4,Principal,A1_4d,A_Page_A1_4_d_A1_4,STATE CURRICULUM FRAMEWORKS,N/A,Ordinal,Please indicate the degree to which you think the following district or school resources are aligned to the 2011 English Language Arts Curriculum Framework.,English Language Arts curriculum selected or developed by your district,,,District Name,Boston,,28,N,N,,,,,,,,,2.96,0.08,2.79,3.13,3
Boston,A1_4,Principal,A1_4e,A_Page_A1_4_e_A1_4,STATE CURRICULUM FRAMEWORKS,N/A,Ordinal,Please indicate the degree to which you think the following district or school resources are aligned to the 2011 English Language Arts Curriculum Framework.,Professional development activities that teachers have or will participate in this school year,1,Not At All Aligned,District Name,Boston,0,32,N,N,0,0,0,0,0,0,0,0,,,,,
Boston,A1_4,Principal,A1_4e,A_Page_A1_4_e_A1_4,STATE CURRICULUM FRAMEWORKS,N/A,Ordinal,Please indicate the degree to which you think the following district or school resources are aligned to the 2011 English Language Arts Curriculum Framework.,Professional development activities that teachers have or will participate in this school year,2,Somewhat Aligned,District Name,Boston,7,32,N,N,18.95,5.41,8.13,29.76,21.88,5.8,12.57,35.28,,,,,
Boston,A1_4,Principal,A1_4e,A_Page_A1_4_e_A1_4,STATE CURRICULUM FRAMEWORKS,N/A,Ordinal,Please indicate the degree to which you think the following district or school resources are aligned to the 2011 English Language Arts Curriculum Framework.,Professional development activities that teachers have or will participate in this school year,3,Aligned,District Name,Boston,20,32,N,N,54.14,6.76,40.61,67.67,62.5,5.47,51.2,72.58,,,,,
Boston,A1_4,Principal,A1_4e,A_Page_A1_4_e_A1_4,STATE CURRICULUM FRAMEWORKS,N/A,Ordinal,Please indicate the degree to which you think the following district or school resources are aligned to the 2011 English Language Arts Curriculum Framework.,Professional development activities that teachers have or will participate in this school year,4,Strongly Aligned,District Name,Boston,5,32,N,N,13.54,3.86,5.81,21.26,15.63,4.15,9.06,25.61,,,,,
Boston,A1_4,Principal,A1_4e,A_Page_A1_4_e_A1_4,STATE CURRICULUM FRAMEWORKS,N/A,Ordinal,Please indicate the degree to which you think the following district or school resources are aligned to the 2011 English Language Arts Curriculum Framework.,Professional development activities that teachers have or will participate in this school year,(missing),missing,District Name,Boston,6,32,N,N,16.24,5.11,6.03,26.46,,,,,,,,,
Boston,A1_4,Principal,A1_4e,A_Page_A1_4_e_A1_4,STATE CURRICULUM FRAMEWORKS,N/A,Ordinal,Please indicate the degree to which you think the following district or school resources are aligned to the 2011 English Language Arts Curriculum Framework.,Professional development activities that teachers have or will participate in this school year,,,District Name,Boston,,32,N,N,,,,,,,,,2.94,0.08,2.77,3.11,3
Boston,A2_1,Principal,A2_1a,A_Page_A2_1_a_A2_1,STATE CURRICULUM FRAMEWORKS,A2a,Ordinal,Please indicate your agreement with the following statements about the 2011 Massachusetts Mathematics Curriculum Framework.,The current 2011 Mathematics Curriculum Framework sets appropriate expectations for student learning at each grade level.,1,Disagree Strongly,District Name,Boston,0,29,N,N,0,0,0,0,0,0,0,0,,,,,
Boston,A2_1,Principal,A2_1a,A_Page_A2_1_a_A2_1,STATE CURRICULUM FRAMEWORKS,A2a,Ordinal,Please indicate your agreement with the following statements about the 2011 Massachusetts Mathematics Curriculum Framework.,The current 2011 Mathematics Curriculum Framework sets appropriate expectations for student learning at each grade level.,2,Disagree Somewhat,District Name,Boston,5,29,N,N,13.54,4.87,3.79,23.28,17.24,5.85,8.57,31.66,,,,,
Boston,A2_1,Principal,A2_1a,A_Page_A2_1_a_A2_1,STATE CURRICULUM FRAMEWORKS,A2a,Ordinal,Please indicate your agreement with the following statements about the 2011 Massachusetts Mathematics Curriculum Framework.,The current 2011 Mathematics Curriculum Framework sets appropriate expectations for student learning at each grade level.,3,Agree Somewhat,District Name,Boston,9,29,N,N,24.36,5.64,13.08,35.65,31.03,6.54,19.77,45.11,,,,,
Boston,A2_1,Principal,A2_1a,A_Page_A2_1_a_A2_1,STATE CURRICULUM FRAMEWORKS,A2a,Ordinal,Please indicate your agreement with the following statements about the 2011 Massachusetts Mathematics Curriculum Framework.,The current 2011 Mathematics Curriculum Framework sets appropriate expectations for student learning at each grade level.,4,Agree Strongly,District Name,Boston,15,29,N,N,40.61,6.92,26.76,54.45,51.72,7.09,37.95,65.24,,,,,
Boston,A2_1,Principal,A2_1a,A_Page_A2_1_a_A2_1,STATE CURRICULUM FRAMEWORKS,A2a,Ordinal,Please indicate your agreement with the following statements about the 2011 Massachusetts Mathematics Curriculum Framework.,The current 2011 Mathematics Curriculum Framework sets appropriate expectations for student learning at each grade level.,(missing),missing,District Name,Boston,7,29,N,N,18.95,5.58,7.79,30.11,,,,,,,,,
Boston,A2_1,Principal,A2_1a,A_Page_A2_1_a_A2_1,STATE CURRICULUM FRAMEWORKS,A2a,Ordinal,Please indicate your agreement with the following statements about the 2011 Massachusetts Mathematics Curriculum Framework.,The current 2011 Mathematics Curriculum Framework sets appropriate expectations for student learning at each grade level.,-1,Don't Know,District Name,Boston,2,29,N,N,,,,,,,,,,,,,
Boston,A2_1,Principal,A2_1a,A_Page_A2_1_a_A2_1,STATE CURRICULUM FRAMEWORKS,A2a,Ordinal,Please indicate your agreement with the following statements about the 2011 Massachusetts Mathematics Curriculum Framework.,The current 2011 Mathematics Curriculum Framework sets appropriate expectations for student learning at each grade level.,,,District Name,Boston,,29,N,N,,,,,,,,,3.34,0.11,3.12,3.57,4
Boston,A2_1,Principal,A2_1b,A_Page_A2_1_b_A2_1,STATE CURRICULUM FRAMEWORKS,A2b,Ordinal,Please indicate your agreement with the following statements about the 2011 Massachusetts Mathematics Curriculum Framework.,The current 2011 Mathematics Curriculum Framework positively affects the degree to which students are prepared for middle school/college or career.,1,Disagree Strongly,District Name,Boston,0,27,N,N,0,0,0,0,0,0,0,0,,,,,
Boston,A2_1,Principal,A2_1b,A_Page_A2_1_b_A2_1,STATE CURRICULUM FRAMEWORKS,A2b,Ordinal,Please indicate your agreement with the following statements about the 2011 Massachusetts Mathematics Curriculum Framework.,The current 2011 Mathematics Curriculum Framework positively affects the degree to which students are prepared for middle school/college or career.,2,Disagree Somewhat,District Name,Boston,2,27,N,N,5.41,3.08,0,11.57,7.41,4.07,2.53,19.81,,,,,
Boston,A2_1,Principal,A2_1b,A_Page_A2_1_b_A2_1,STATE CURRICULUM FRAMEWORKS,A2b,Ordinal,Please indicate your agreement with the following statements about the 2011 Massachusetts Mathematics Curriculum Framework.,The current 2011 Mathematics Curriculum Framework positively affects the degree to which students are prepared for middle school/college or career.,3,Agree Somewhat,District Name,Boston,12,27,N,N,32.48,7.4,17.68,47.29,44.44,8.39,29.11,60.92,,,,,
Boston,A2_1,Principal,A2_1b,A_Page_A2_1_b_A2_1,STATE CURRICULUM FRAMEWORKS,A2b,Ordinal,Please indicate your agreement with the following statements about the 2011 Massachusetts Mathematics Curriculum Framework.,The current 2011 Mathematics Curriculum Framework positively affects the degree to which students are prepared for middle school/college or career.,4,Agree Strongly,District Name,Boston,13,27,N,N,35.19,6.9,21.39,48.99,48.15,7.91,33.22,63.41,,,,,
Boston,A2_1,Principal,A2_1b,A_Page_A2_1_b_A2_1,STATE CURRICULUM FRAMEWORKS,A2b,Ordinal,Please indicate your agreement with the following statements about the 2011 Massachusetts Mathematics Curriculum Framework.,The current 2011 Mathematics Curriculum Framework positively affects the degree to which students are prepared for middle school/college or career.,(missing),missing,District Name,Boston,7,27,N,N,18.95,5.58,7.79,30.11,,,,,,,,,
Boston,A2_1,Principal,A2_1b,A_Page_A2_1_b_A2_1,STATE CURRICULUM FRAMEWORKS,A2b,Ordinal,Please indicate your agreement with the following statements about the 2011 Massachusetts Mathematics Curriculum Framework.,The current 2011 Mathematics Curriculum Framework positively affects the degree to which students are prepared for middle school/college or career.,-1,Don't Know,District Name,Boston,4,27,N,N,,,,,,,,,,,,,
Boston,A2_1,Principal,A2_1b,A_Page_A2_1_b_A2_1,STATE CURRICULUM FRAMEWORKS,A2b,Ordinal,Please indicate your agreement with the following statements about the 2011 Massachusetts Mathematics Curriculum Framework.,The current 2011 Mathematics Curriculum Framework positively affects the degree to which students are prepared for middle school/college or career.,,,District Name,Boston,,27,N,N,,,,,,,,,3.41,0.09,3.22,3.6,3
Boston,A2_1,Principal,A2_1c,A_Page_A2_1_c_A2_1,STATE CURRICULUM FRAMEWORKS,A2c,Ordinal,Please indicate your agreement with the following statements about the 2011 Massachusetts Mathematics Curriculum Framework.,Teachers have made instructional shifts over the last year to ensure students meet the expectations of the state's current 2011 Mathematics Curriculum Framework.,1,Disagree Strongly,District Name,Boston,0,29,N,N,0,0,0,0,0,0,0,0,,,,,
Boston,A2_1,Principal,A2_1c,A_Page_A2_1_c_A2_1,STATE CURRICULUM FRAMEWORKS,A2c,Ordinal,Please indicate your agreement with the following statements about the 2011 Massachusetts Mathematics Curriculum Framework.,Teachers have made instructional shifts over the last year to ensure students meet the expectations of the state's current 2011 Mathematics Curriculum Framework.,2,Disagree Somewhat,District Name,Boston,1,29,N,N,2.71,2.16,0,7.03,3.45,2.77,0.78,13.97,,,,,
Boston,A2_1,Principal,A2_1c,A_Page_A2_1_c_A2_1,STATE CURRICULUM FRAMEWORKS,A2c,Ordinal,Please indicate your agreement with the following statements about the 2011 Massachusetts Mathematics Curriculum Framework.,Teachers have made instructional shifts over the last year to ensure students meet the expectations of the state's current 2011 Mathematics Curriculum Framework.,3,Agree Somewhat,District Name,Boston,8,29,N,N,21.66,5.61,10.43,32.89,27.59,6.54,16.67,42.05,,,,,
Boston,A2_1,Principal,A2_1c,A_Page_A2_1_c_A2_1,STATE CURRICULUM FRAMEWORKS,A2c,Ordinal,Please indicate your agreement with the following statements about the 2011 Massachusetts Mathematics Curriculum Framework.,Teachers have made instructional shifts over the last year to ensure students meet the expectations of the state's current 2011 Mathematics Curriculum Framework.,4,Agree Strongly,District Name,Boston,20,29,N,N,54.14,7.87,38.4,69.89,68.97,7.03,53.81,80.91,,,,,
Boston,A2_1,Principal,A2_1c,A_Page_A2_1_c_A2_1,STATE CURRICULUM FRAMEWORKS,A2c,Ordinal,Please indicate your agreement with the following statements about the 2011 Massachusetts Mathematics Curriculum Framework.,Teachers have made instructional shifts over the last year to ensure students meet the expectations of the state's current 2011 Mathematics Curriculum Framework.,(missing),missing,District Name,Boston,7,29,N,N,18.95,5.58,7.79,30.11,,,,,,,,,
Boston,A2_1,Principal,A2_1c,A_Page_A2_1_c_A2_1,STATE CURRICULUM FRAMEWORKS,A2c,Ordinal,Please indicate your agreement with the following statements about the 2011 Massachusetts Mathematics Curriculum Framework.,Teachers have made instructional shifts over the last year to ensure students meet the expectations of the state's current 2011 Mathematics Curriculum Framework.,-1,Don't Know,District Name,Boston,2,29,N,N,,,,,,,,,,,,,
Boston,A2_1,Principal,A2_1c,A_Page_A2_1_c_A2_1,STATE CURRICULUM FRAMEWORKS,A2c,Ordinal,Please indicate your agreement with the following statements about the 2011 Massachusetts Mathematics Curriculum Framework.,Teachers have made instructional shifts over the last year to ensure students meet the expectations of the state's current 2011 Mathematics Curriculum Framework.,,,District Name,Boston,,29,N,N,,,,,,,,,3.66,0.08,3.49,3.82,4
Boston,A2_1,Principal,A2_1d,A_Page_A2_1_d_A2_1,STATE CURRICULUM FRAMEWORKS,A2d,Ordinal,Please indicate your agreement with the following statements about the 2011 Massachusetts Mathematics Curriculum Framework.,Mathematics state assessments provide useful information about how well students in my school are mastering the 2011 Mathematics state standards.,1,Disagree Strongly,District Name,Boston,3,26,N,N,8.12,3.64,0.84,15.4,11.54,5.18,4.69,25.71,,,,,
Boston,A2_1,Principal,A2_1d,A_Page_A2_1_d_A2_1,STATE CURRICULUM FRAMEWORKS,A2d,Ordinal,Please indicate your agreement with the following statements about the 2011 Massachusetts Mathematics Curriculum Framework.,Mathematics state assessments provide useful information about how well students in my school are mastering the 2011 Mathematics state standards.,2,Disagree Somewhat,District Name,Boston,6,26,N,N,16.24,5.25,5.74,26.74,23.08,6.57,12.7,38.23,,,,,
Boston,A2_1,Principal,A2_1d,A_Page_A2_1_d_A2_1,STATE CURRICULUM FRAMEWORKS,A2d,Ordinal,Please indicate your agreement with the following statements about the 2011 Massachusetts Mathematics Curriculum Framework.,Mathematics state assessments provide useful information about how well students in my school are mastering the 2011 Mathematics state standards.,3,Agree Somewhat,District Name,Boston,12,26,N,N,32.48,6.31,19.87,45.1,46.15,7.74,31.7,61.29,,,,,
Boston,A2_1,Principal,A2_1d,A_Page_A2_1_d_A2_1,STATE CURRICULUM FRAMEWORKS,A2d,Ordinal,Please indicate your agreement with the following statements about the 2011 Massachusetts Mathematics Curriculum Framework.,Mathematics state assessments provide useful information about how well students in my school are mastering the 2011 Mathematics state standards.,4,Agree Strongly,District Name,Boston,5,26,N,N,13.54,3.74,6.05,21.02,19.23,4.81,11.46,30.46,,,,,
Boston,A2_1,Principal,A2_1d,A_Page_A2_1_d_A2_1,STATE CURRICULUM FRAMEWORKS,A2d,Ordinal,Please indicate your agreement with the following statements about the 2011 Massachusetts Mathematics Curriculum Framework.,Mathematics state assessments provide useful information about how well students in my school are mastering the 2011 Mathematics state standards.,(missing),missing,District Name,Boston,7,26,N,N,18.95,5.58,7.79,30.11,,,,,,,,,
Boston,A2_1,Principal,A2_1d,A_Page_A2_1_d_A2_1,STATE CURRICULUM FRAMEWORKS,A2d,Ordinal,Please indicate your agreement with the following statements about the 2011 Massachusetts Mathematics Curriculum Framework.,Mathematics state assessments provide useful information about how well students in my school are mastering the 2011 Mathematics state standards.,-1,Don't Know,District Name,Boston,5,26,N,N,,,,,,,,,,,,,
Boston,A2_1,Principal,A2_1d,A_Page_A2_1_d_A2_1,STATE CURRICULUM FRAMEWORKS,A2d,Ordinal,Please indicate your agreement with the following statements about the 2011 Massachusetts Mathematics Curriculum Framework.,Mathematics state assessments provide useful information about how well students in my school are mastering the 2011 Mathematics state standards.,,,District Name,Boston,,26,N,N,,,,,,,,,2.73,0.13,2.46,3,3
Boston,A2_1,Principal,A2_1e,A_Page_A2_1_e_A2_1,STATE CURRICULUM FRAMEWORKS,N/A,Ordinal,Please indicate your agreement with the following statements about the 2011 Massachusetts Mathematics Curriculum Framework.,The implementation of the Standards of Mathematical Practice enables students to have deeper understanding of mathematical concepts.,1,Disagree Strongly,District Name,Boston,0,28,N,N,0,0,0,0,0,0,0,0,,,,,
Boston,A2_1,Principal,A2_1e,A_Page_A2_1_e_A2_1,STATE CURRICULUM FRAMEWORKS,N/A,Ordinal,Please indicate your agreement with the following statements about the 2011 Massachusetts Mathematics Curriculum Framework.,The implementation of the Standards of Mathematical Practice enables students to have deeper understanding of mathematical concepts.,2,Disagree Somewhat,District Name,Boston,2,28,N,N,5.41,3.06,0,11.53,7.14,4.1,2.33,19.85,,,,,
Boston,A2_1,Principal,A2_1e,A_Page_A2_1_e_A2_1,STATE CURRICULUM FRAMEWORKS,N/A,Ordinal,Please indicate your agreement with the following statements about the 2011 Massachusetts Mathematics Curriculum Framework.,The implementation of the Standards of Mathematical Practice enables students to have deeper understanding of mathematical concepts.,3,Agree Somewhat,District Name,Boston,10,28,N,N,27.07,6.86,13.34,40.8,35.71,7.67,22.36,51.72,,,,,
Boston,A2_1,Principal,A2_1e,A_Page_A2_1_e_A2_1,STATE CURRICULUM FRAMEWORKS,N/A,Ordinal,Please indicate your agreement with the following statements about the 2011 Massachusetts Mathematics Curriculum Framework.,The implementation of the Standards of Mathematical Practice enables students to have deeper understanding of mathematical concepts.,4,Agree Strongly,District Name,Boston,16,28,N,N,43.31,7.22,28.87,57.75,57.14,7.68,41.84,71.19,,,,,
Boston,A2_1,Principal,A2_1e,A_Page_A2_1_e_A2_1,STATE CURRICULUM FRAMEWORKS,N/A,Ordinal,Please indicate your agreement with the following statements about the 2011 Massachusetts Mathematics Curriculum Framework.,The implementation of the Standards of Mathematical Practice enables students to have deeper understanding of mathematical concepts.,(missing),missing,District Name,Boston,7,28,N,N,18.95,5.58,7.79,30.11,,,,,,,,,
Boston,A2_1,Principal,A2_1e,A_Page_A2_1_e_A2_1,STATE CURRICULUM FRAMEWORKS,N/A,Ordinal,Please indicate your agreement with the following statements about the 2011 Massachusetts Mathematics Curriculum Framework.,The implementation of the Standards of Mathematical Practice enables students to have deeper understanding of mathematical concepts.,-1,Don't Know,District Name,Boston,3,28,N,N,,,,,,,,,,,,,
Boston,A2_1,Principal,A2_1e,A_Page_A2_1_e_A2_1,STATE CURRICULUM FRAMEWORKS,N/A,Ordinal,Please indicate your agreement with the following statements about the 2011 Massachusetts Mathematics Curriculum Framework.,The implementation of the Standards of Mathematical Practice enables students to have deeper understanding of mathematical concepts.,,,District Name,Boston,,28,N,N,,,,,,,,,3.5,0.1,3.31,3.69,4
Boston,A2_2,Principal,A2_2a,A_Page_A2_2_a_A2_2,STATE CURRICULUM FRAMEWORKS,N/A,Ordinal,"Which of the following Mathematics resources from your district do you need in your school, when compared to what you have now?",Textbooks aligned to the state standards,0,Resource is NOT available,District Name,Boston,2,31,N,N,5.41,3.04,0,11.49,6.45,3.7,2.12,18.04,,,,,
Boston,A2_2,Principal,A2_2a,A_Page_A2_2_a_A2_2,STATE CURRICULUM FRAMEWORKS,N/A,Ordinal,"Which of the following Mathematics resources from your district do you need in your school, when compared to what you have now?",Textbooks aligned to the state standards,1,"Resource is available - Compared to what I have now, I need: Less",District Name,Boston,1,31,N,N,2.71,2.16,0,7.03,3.23,2.59,0.73,13.13,,,,,
Boston,A2_2,Principal,A2_2a,A_Page_A2_2_a_A2_2,STATE CURRICULUM FRAMEWORKS,N/A,Ordinal,"Which of the following Mathematics resources from your district do you need in your school, when compared to what you have now?",Textbooks aligned to the state standards,2,"Resource is available - Compared to what I have now, I need: Same Amount",District Name,Boston,15,31,N,N,40.61,7.43,25.75,55.46,48.39,7.36,34.39,62.65,,,,,
Boston,A2_2,Principal,A2_2a,A_Page_A2_2_a_A2_2,STATE CURRICULUM FRAMEWORKS,N/A,Ordinal,"Which of the following Mathematics resources from your district do you need in your school, when compared to what you have now?",Textbooks aligned to the state standards,3,"Resource is available - Compared to what I have now, I need: More",District Name,Boston,13,31,N,N,35.19,6.57,22.04,48.34,41.94,6,30.72,54.05,,,,,
Boston,A2_2,Principal,A2_2a,A_Page_A2_2_a_A2_2,STATE CURRICULUM FRAMEWORKS,N/A,Ordinal,"Which of the following Mathematics resources from your district do you need in your school, when compared to what you have now?",Textbooks aligned to the state standards,(missing),missing,District Name,Boston,7,31,N,N,18.95,5.58,7.79,30.11,,,,,,,,,
Boston,A2_2,Principal,A2_2a,A_Page_A2_2_a_A2_2,STATE CURRICULUM FRAMEWORKS,N/A,Ordinal,"Which of the following Mathematics resources from your district do you need in your school, when compared to what you have now?",Textbooks aligned to the state standards,,,District Name,Boston,,31,N,N,,,,,,,,,2.26,0.1,2.05,2.46,2
Boston,A2_2,Principal,A2_2b,A_Page_A2_2_b_A2_2,STATE CURRICULUM FRAMEWORKS,N/A,Ordinal,"Which of the following Mathematics resources from your district do you need in your school, when compared to what you have now?",Formative or diagnostic assessments aligned to the state standards,0,Resource is NOT available,District Name,Boston,0,31,N,N,0,0,0,0,0,0,0,0,,,,,
