state	provider	provider_type	male	female	white	minority	male_percent	female_percent	white_percent	minority_percent
Illinois	School of the Art Institute of Chicago	Traditional	5	15	15	6	0.25	0.75	0.714285714	0.285714286
Illinois	Southern Illinois - Edwardsville	Traditional	40	211	228	27	0.15936255	0.84063745	0.894117647	0.105882353
Illinois	Southern Illinois University - Carbondale	Traditional	55	114	159	37	0.325443787	0.674556213	0.81122449	0.18877551
Illinois	Trinity Christian College	Traditional	47	145	144	48	0.244791667	0.755208333	0.75	0.25
Illinois	Trinity International University	Traditional	12	38	43	7	0.24	0.76	0.86	0.14
Illinois	U. of Illinois at Urbana/Champaign	Traditional	126	392	397	121	0.243243243	0.756756757	0.766409266	0.233590734
Illinois	University of Chicago	Traditional	33	62	44	51	0.347368421	0.652631579	0.463157895	0.536842105
Illinois	University of Illinois at Chicago	Traditional	67	183	119	117	0.268	0.732	0.504237288	0.495762712
Illinois	University of Illinois at Chicago	Alternative, IHE-based	0	0	0	0
Illinois	University of Illinois at Springfield	Traditional	26	51	63	13	0.337662338	0.662337662	0.828947368	0.171052632
Illinois	University of Saint Francis	Traditional	18	55	57	16	0.246575342	0.753424658	0.780821918	0.219178082
Illinois	VanderCook College of Music	Traditional	42	41	55	28	0.506024096	0.493975904	0.662650602	0.337349398
Illinois	Western Illinois University	Traditional	60	203	232	25	0.228136882	0.771863118	0.902723735	0.097276265
Illinois	Wheaton College	Traditional	15	41	44	12	0.267857143	0.732142857	0.785714286	0.214285714
Indiana	American College of Education	Alternative, IHE-based	41	92	84	36	0.308270677	0.691729323	0.7	0.3
Indiana	Anderson University	Traditional	16	70	73	7	0.186046512	0.813953488	0.9125	0.0875
Indiana	Anderson University	Alternative, IHE-based	5	8	8	3	0.384615385	0.615384615	0.727272727	0.272727273
Indiana	Ball State University	Traditional	181	591	735	37	0.234455959	0.765544041	0.952072539	0.047927461
Indiana	Ball State University	Alternative, IHE-based	4	22	26	0	0.153846154	0.846153846	1	0
Indiana	Bethel College	Traditional	15	29	42	2	0.340909091	0.659090909	0.954545455	0.045454545
Indiana	Bethel College	Alternative, IHE-based	18	63	64	7	0.222222222	0.777777778	0.901408451	0.098591549
Indiana	Butler University	Traditional	30	123	146	7	0.196078431	0.803921569	0.954248366	0.045751634
Indiana	Butler University	Alternative, IHE-based	3	12	12	3	0.2	0.8	0.8	0.2
Indiana	Calumet College of St.  Joseph	Traditional	15	34	19	30	0.306122449	0.693877551	0.387755102	0.612244898
Indiana	Calumet College of St.  Joseph	Alternative, IHE-based	26	39	40	25	0.4	0.6	0.615384615	0.384615385
Indiana	DePauw University	Traditional	5	4	9	0	0.555555556	0.444444444	1	0
Indiana	Earlham College	Alternative, IHE-based	8	5	13	1	0.615384615	0.384615385	0.928571429	0.071428571
Indiana	Franklin College	Traditional	8	17	25	0	0.32	0.68	1	0
Indiana	Goshen College	Traditional	14	33	44	3	0.29787234	0.70212766	0.936170213	0.063829787
Indiana	Goshen College	Alternative, IHE-based	2	5	6	1	0.285714286	0.714285714	0.857142857	0.142857143
Indiana	Grace College	Traditional	17	70	75	6	0.195402299	0.804597701	0.925925926	0.074074074
Indiana	Hanover College	Traditional	7	31	38	0	0.184210526	0.815789474	1	0
Indiana	Holy Cross College	Traditional	0	4	4	1	0	1	0.8	0.2
Indiana	Huntington University	Traditional	15	37	51	1	0.288461538	0.711538462	0.980769231	0.019230769
Indiana	Indiana Institute of Technology	Traditional	11	12	17	6	0.47826087	0.52173913	0.739130435	0.260869565
Indiana	Indiana State University	Traditional	214	310	445	75	0.408396947	0.591603053	0.855769231	0.144230769
Indiana	Indiana University Bloomington	Traditional	160	377	476	55	0.297951583	0.702048417	0.896421846	0.103578154
Indiana	Indiana University Bloomington	Alternative, IHE-based	14	27	35	4	0.341463415	0.658536585	0.897435897	0.102564103
Indiana	Indiana University East	Traditional	10	43	50	2	0.188679245	0.811320755	0.961538462	0.038461538
Indiana	Indiana University East	Alternative, IHE-based	1	1	2	0	0.5	0.5	1	0
Indiana	Indiana University Kokomo	Traditional	8	47	49	6	0.145454545	0.854545455	0.890909091	0.109090909
Indiana	Indiana University Kokomo	Alternative, IHE-based	12	16	26	2	0.428571429	0.571428571	0.928571429	0.071428571
Indiana	Indiana University Northwest	Traditional	24	161	139	45	0.12972973	0.87027027	0.755434783	0.244565217
Indiana	Indiana University Northwest	Alternative, IHE-based	9	37	25	20	0.195652174	0.804347826	0.555555556	0.444444444
Indiana	Indiana University Purdue University Columbus	Traditional	7	34	38	3	0.170731707	0.829268293	0.926829268	0.073170732
Indiana	Indiana University Purdue University Fort Wayne	Traditional	41	158	187	22	0.206030151	0.793969849	0.894736842	0.105263158
Indiana	Indiana University Purdue University Indianapolis	Traditional	49	191	212	28	0.204166667	0.795833333	0.883333333	0.116666667
Indiana	Indiana University Purdue University Indianapolis	Alternative, IHE-based	15	30	37	8	0.333333333	0.666666667	0.822222222	0.177777778
Indiana	Indiana University South Bend	Traditional	21	87	88	15	0.194444444	0.805555556	0.854368932	0.145631068
Indiana	Indiana University South Bend	Alternative, IHE-based	5	13	13	5	0.277777778	0.722222222	0.722222222	0.277777778
Indiana	Indiana University Southeast	Traditional	27	96	116	7	0.219512195	0.780487805	0.943089431	0.056910569
Indiana	Indiana University Southeast	Alternative, IHE-based	5	6	9	2	0.454545455	0.545454545	0.818181818	0.181818182
Indiana	Indiana Wesleyan University	Traditional	7	47	54	0	0.12962963	0.87037037	1	0
Indiana	Indiana Wesleyan University	Alternative, IHE-based	80	192	246	26	0.294117647	0.705882353	0.904411765	0.095588235
Indiana	Manchester College	Traditional	4	22	25	1	0.153846154	0.846153846	0.961538462	0.038461538
Indiana	Manchester College	Alternative, IHE-based	0	0	0	0
Indiana	Marian University	Traditional	6	30	35	0	0.166666667	0.833333333	1	0
Indiana	Marian University	Alternative, IHE-based	36	98	99	39	0.268656716	0.731343284	0.717391304	0.282608696
Indiana	Oakland City University	Traditional	3	9	12	0	0.25	0.75	1	0
Indiana	Oakland City University	Alternative, IHE-based	2	1	3	0	0.666666667	0.333333333	1	0
Indiana	Purdue University	Traditional	66	353	373	34	0.1575179	0.8424821	0.916461916	0.083538084
Indiana	Purdue University	Alternative, IHE-based	11	47	43	9	0.189655172	0.810344828	0.826923077	0.173076923
Indiana	Purdue University Calumet	Traditional	12	65	39	10	0.155844156	0.844155844	0.795918367	0.204081633
Indiana	Purdue University Calumet	Alternative, IHE-based	2	4	1	2	0.333333333	0.666666667	0.333333333	0.666666667
Indiana	Purdue University North Central	Traditional	42	183	196	29	0.186666667	0.813333333	0.871111111	0.128888889
Indiana	Saint Joseph's College	Traditional	5	19	22	2	0.208333333	0.791666667	0.916666667	0.083333333
Indiana	Saint Mary's College	Traditional	1	48	42	6	0.020408163	0.979591837	0.875	0.125
Indiana	Saint Mary-of-the-Woods College	Traditional	1	27	19	1	0.035714286	0.964285714	0.95	0.05
Indiana	Saint Mary-of-the-Woods College	Alternative, IHE-based	3	13	10	0	0.1875	0.8125	1	0
Indiana	Taylor University	Traditional	17	81	91	7	0.173469388	0.826530612	0.928571429	0.071428571
Indiana	Taylor University	Alternative, IHE-based	25	69	87	7	0.265957447	0.734042553	0.925531915	0.074468085
Indiana	Trine University	Traditional	18	19	36	1	0.486486486	0.513513514	0.972972973	0.027027027
Indiana	University of Evansville	Traditional	5	36	39	2	0.12195122	0.87804878	0.951219512	0.048780488
Indiana	University of Evansville	Alternative, IHE-based	1	1	1	0	0.5	0.5	1	0
Indiana	University of Indianapolis	Traditional	18	44	52	8	0.290322581	0.709677419	0.866666667	0.133333333
Indiana	University of Indianapolis	Alternative, IHE-based	19	16	19	8	0.542857143	0.457142857	0.703703704	0.296296296
Indiana	University of Notre Dame	Alternative, IHE-based	87	98	164	21	0.47027027	0.52972973	0.886486486	0.113513514
Indiana	University of Phoenix	Traditional	15	57	21	25	0.208333333	0.791666667	0.456521739	0.543478261
Indiana	University of Phoenix	Alternative, IHE-based	15	57	21	25	0.208333333	0.791666667	0.456521739	0.543478261
Indiana	University of Saint Francis	Traditional	3	8	11	0	0.272727273	0.727272727	1	0
Indiana	University of Saint Francis	Alternative, IHE-based	2	4	5	1	0.333333333	0.666666667	0.833333333	0.166666667
Indiana	University of Southern Indiana	Traditional	52	209	199	10	0.199233716	0.800766284	0.95215311	0.04784689
Indiana	University of Southern Indiana	Alternative, IHE-based	1	2	3	0	0.333333333	0.666666667	1	0
Indiana	Valparaiso University	Traditional	20	87	94	13	0.186915888	0.813084112	0.878504673	0.121495327
Indiana	Valparaiso University	Alternative, IHE-based	11	15	11	5	0.423076923	0.576923077	0.6875	0.3125
Indiana	Vincennes University	Traditional	11	21	31	1	0.34375	0.65625	0.96875	0.03125
Indiana	Wabash College	Traditional	4	0	3	1	1	0	0.75	0.25
Iowa	Ashford University	Traditional	17	57	61	13	0.22972973	0.77027027	0.824324324	0.175675676
Iowa	Briar Cliff University	Traditional	15	22	36	7	0.405405405	0.594594595	0.837209302	0.162790698
Iowa	Buena Vista University	Traditional	157	510	560	38	0.235382309	0.764617691	0.936454849	0.063545151
Iowa	Central College	Traditional	32	81	79	2	0.283185841	0.716814159	0.975308642	0.024691358
Iowa	Clarke University	Traditional	23	72	90	8	0.242105263	0.757894737	0.918367347	0.081632653
Iowa	Coe College	Traditional	25	51	67	9	0.328947368	0.671052632	0.881578947	0.118421053
Iowa	Cornell College	Traditional	8	20	24	4	0.285714286	0.714285714	0.857142857	0.142857143
Iowa	Dordt College	Traditional	55	113	156	1	0.327380952	0.672619048	0.993630573	0.006369427
Iowa	Drake University	Traditional	76	231	274	33	0.247557003	0.752442997	0.892508143	0.107491857
Iowa	Emmaus Bible College	Traditional	14	19	28	5	0.424242424	0.575757576	0.848484848	0.151515152
Iowa	Faith Baptist Bible College	Traditional	7	48	51	5	0.127272727	0.872727273	0.910714286	0.089285714
Iowa	Graceland University	Traditional	17	119	116	13	0.125	0.875	0.899224806	0.100775194
Iowa	Grand View University	Traditional	43	92	124	11	0.318518519	0.681481481	0.918518519	0.081481481
Iowa	Grinnell College	Traditional	3	16	13	6	0.157894737	0.842105263	0.684210526	0.315789474
Iowa	Iowa State University	Traditional	133	591	668	32	0.183701657	0.816298343	0.954285714	0.045714286
Iowa	Iowa Wesleyan College	Traditional	7	54	59	2	0.114754098	0.885245902	0.967213115	0.032786885
Iowa	Kaplan University	Traditional	0	1	1	0	0	1	1	0
Iowa	Kaplan University	Alternative, IHE-based	3	0	3	0	1	0	1	0
Iowa	Loras College	Traditional	11	72	81	2	0.13253012	0.86746988	0.975903614	0.024096386
Iowa	Luther College	Traditional	33	54	86	3	0.379310345	0.620689655	0.966292135	0.033707865
Iowa	Maharishi University of Management	Traditional	2	6	6	2	0.25	0.75	0.75	0.25
Iowa	Morningside College	Traditional	39	87	120	6	0.30952381	0.69047619	0.952380952	0.047619048
Iowa	Morningside College	Alternative, IHE-based	6	17	23	0	0.260869565	0.739130435	1	0
Iowa	Mt. Mercy University	Traditional	3	15	16	2	0.166666667	0.833333333	0.888888889	0.111111111
Iowa	Northwestern College	Traditional	25	76	96	5	0.247524752	0.752475248	0.95049505	0.04950495
Iowa	Regents Alternative Pathway to Iowa Licensure	Alternative, IHE-based	10	13	22	1	0.434782609	0.565217391	0.956521739	0.043478261
Iowa	Simpson College	Traditional	49	149	157	8	0.247474747	0.752525253	0.951515152	0.048484848
Iowa	St. Ambrose University	Traditional	32	119	140	11	0.21192053	0.78807947	0.927152318	0.072847682
Iowa	University of Dubuque	Traditional	25	50	65	6	0.333333333	0.666666667	0.915492958	0.084507042
Iowa	University of Iowa	Traditional	96	369	390	43	0.206451613	0.793548387	0.900692841	0.099307159
Iowa	University of Northern Iowa	Traditional	705	1741	2237	166	0.288225675	0.711774325	0.930919684	0.069080316
Iowa	Upper Iowa University	Traditional	30	143	164	8	0.173410405	0.826589595	0.953488372	0.046511628
Iowa	Waldorf College	Traditional	6	15	18	3	0.285714286	0.714285714	0.857142857	0.142857143
Iowa	Wartburg College	Traditional	33	72	102	3	0.314285714	0.685714286	0.971428571	0.028571429
Iowa	William Penn University	Traditional	24	55	75	4	0.303797468	0.696202532	0.949367089	0.050632911
Kansas	Baker University	Traditional	37	61	96	15	0.37755102	0.62244898	0.864864865	0.135135135
Kansas	Baker University	Alternative, IHE-based	4	12	13	5	0.25	0.75	0.722222222	0.277777778
Kansas	Barclay	Traditional	2	4	5	1	0.333333333	0.666666667	0.833333333	0.166666667
Kansas	Benedictine College	Traditional	18	82	87	7	0.18	0.82	0.925531915	0.074468085
Kansas	Bethany College	Traditional	15	29	38	9	0.340909091	0.659090909	0.808510638	0.191489362
Kansas	Bethel College - KS	Traditional	27	29	47	9	0.482142857	0.517857143	0.839285714	0.160714286
Kansas	Central Christian College	Traditional	3	5	8	0	0.375	0.625	1	0
Kansas	Donnelly	Traditional	0	6	0	6	0	1	0	1
Kansas	Emporia State University	Traditional	221	647	710	129	0.254608295	0.745391705	0.84624553	0.15375447
Kansas	Emporia State University	Alternative, IHE-based	9	7	14	2	0.5625	0.4375	0.875	0.125
Kansas	Fort Hays State University	Traditional	72	375	406	36	0.161073826	0.838926174	0.918552036	0.081447964
Kansas	Fort Hays State University	Alternative, IHE-based	43	75	101	16	0.36440678	0.63559322	0.863247863	0.136752137
Kansas	Friends University	Traditional	8	25	31	2	0.242424242	0.757575758	0.939393939	0.060606061
Kansas	Haskell Indian Nations University	Traditional	1	12	0	13	0.076923077	0.923076923	0	1
Kansas	Kansas State University	Traditional	215	748	845	107	0.223260644	0.776739356	0.887605042	0.112394958
Kansas	Kansas Wesleyan University	Traditional	3	33	33	3	0.083333333	0.916666667	0.916666667	0.083333333
Kansas	McPherson College	Traditional	14	29	40	7	0.325581395	0.674418605	0.85106383	0.14893617
Kansas	MidAmerica Nazarene University	Traditional	28	38	62	4	0.424242424	0.575757576	0.939393939	0.060606061
Kansas	Newman University	Traditional	19	83	69	33	0.18627451	0.81372549	0.676470588	0.323529412
Kansas	Ottawa University	Traditional	64	90	109	34	0.415584416	0.584415584	0.762237762	0.237762238
Kansas	Pittsburg State University	Traditional	268	541	732	125	0.331273177	0.668726823	0.854142357	0.145857643
Kansas	Pittsburg State University	Alternative, IHE-based	17	47	57	19	0.265625	0.734375	0.75	0.25
Kansas	Southwestern College	Traditional	15	74	73	7	0.168539326	0.831460674	0.9125	0.0875
Kansas	Southwestern College	Alternative, IHE-based	0	0	0	0
Kansas	Sterling College	Traditional	47	92	131	30	0.338129496	0.661870504	0.813664596	0.186335404
Kansas	Tabor College	Traditional	21	56	67	8	0.272727273	0.727272727	0.893333333	0.106666667
Kansas	University of Kansas	Traditional	81	203	234	41	0.285211268	0.714788732	0.850909091	0.149090909
Kansas	University of Saint Mary	Traditional	9	19	25	4	0.321428571	0.678571429	0.862068966	0.137931034
Kansas	Washburn University	Traditional	46	129	152	21	0.262857143	0.737142857	0.878612717	0.121387283
Kansas	Wichita State University	Traditional	109	266	315	60	0.290666667	0.709333333	0.84	0.16
Kansas	Wichita State University	Alternative, IHE-based	23	14	31	6	0.621621622	0.378378378	0.837837838	0.162162162
Kentucky	Alice Lloyd College	Traditional	10	29	39	0	0.256410256	0.743589744	1	0
Kentucky	Asbury University	Traditional	13	93	92	14	0.122641509	0.877358491	0.867924528	0.132075472
Kentucky	Asbury University	Alternative, IHE-based	6	22	26	2	0.214285714	0.785714286	0.928571429	0.071428571
Kentucky	Bellarmine University	Traditional	26	110	122	20	0.191176471	0.808823529	0.85915493	0.14084507
Kentucky	Bellarmine University	Alternative, IHE-based	21	24	42	5	0.466666667	0.533333333	0.893617021	0.106382979
Kentucky	Berea College	Traditional	7	33	41	6	0.175	0.825	0.872340426	0.127659574
Kentucky	Boyce College	Traditional	1	5	5	2	0.166666667	0.833333333	0.714285714	0.285714286
Kentucky	Brescia University	Traditional	1	5	6	0	0.166666667	0.833333333	1	0
Kentucky	Campbellsville University	Traditional	24	73	91	6	0.24742268	0.75257732	0.93814433	0.06185567
Kentucky	Campbellsville University	Alternative, IHE-based	9	8	11	6	0.529411765	0.470588235	0.647058824	0.352941176
Kentucky	Centre College	Traditional	3	3	5	1	0.5	0.5	0.833333333	0.166666667
Kentucky	Eastern Kentucky University	Traditional	91	459	461	20	0.165454545	0.834545455	0.958419958	0.041580042
Kentucky	Eastern Kentucky University	Alternative, IHE-based	8	21	25	0	0.275862069	0.724137931	1	0
Kentucky	Georgetown College	Traditional	11	47	54	3	0.189655172	0.810344828	0.947368421	0.052631579
Kentucky	Georgetown College	Alternative, IHE-based	21	23	40	4	0.477272727	0.522727273	0.909090909	0.090909091
Kentucky	Jefferson County Public Schools ACES Program	Alternative, not IHE-based	4	7	0	11	0.363636364	0.636363636	0	1
Kentucky	Kentucky Christian University	Traditional	11	18	29	0	0.379310345	0.620689655	1	0
Kentucky	Kentucky State University	Traditional	3	9	6	6	0.25	0.75	0.5	0.5
Kentucky	Kentucky State University	Alternative, IHE-based	1	2	2	1	0.333333333	0.666666667	0.666666667	0.333333333
Kentucky	Kentucky Wesleyan College	Traditional	12	22	34	0	0.352941176	0.647058824	1	0
Kentucky	Lindsey Wilson College	Traditional	29	48	69	5	0.376623377	0.623376623	0.932432432	0.067567568
Kentucky	Midway University	Traditional	10	66	58	2	0.131578947	0.868421053	0.966666667	0.033333333
Kentucky	Midway University	Alternative, IHE-based	0	0	0	0
Kentucky	Morehead State University	Traditional	147	343	480	10	0.3	0.7	0.979591837	0.020408163
Kentucky	Morehead State University	Alternative, IHE-based	26	37	60	3	0.412698413	0.587301587	0.952380952	0.047619048
Kentucky	Murray State University	Traditional	66	278	328	16	0.191860465	0.808139535	0.953488372	0.046511628
Kentucky	Murray State University	Alternative, IHE-based	15	29	41	3	0.340909091	0.659090909	0.931818182	0.068181818
Kentucky	Northern Kentucky University	Traditional	59	195	247	7	0.232283465	0.767716535	0.972440945	0.027559055
Kentucky	Northern Kentucky University	Alternative, IHE-based	7	9	16	0	0.4375	0.5625	1	0
Kentucky	Spalding University	Traditional	3	16	12	4	0.157894737	0.842105263	0.75	0.25
Kentucky	Spalding University	Alternative, IHE-based	6	4	6	2	0.6	0.4	0.75	0.25
Kentucky	St. Catharine College	Traditional	2	10	11	1	0.166666667	0.833333333	0.916666667	0.083333333
Kentucky	Teach for America	Alternative, not IHE-based	17	34	43	8	0.333333333	0.666666667	0.843137255	0.156862745
Kentucky	Thomas More College	Traditional	1	16	17	0	0.058823529	0.941176471	1	0
Kentucky	Thomas More College	Alternative, IHE-based	3	8	11	0	0.272727273	0.727272727	1	0
Kentucky	Transylvania University	Traditional	6	22	25	3	0.214285714	0.785714286	0.892857143	0.107142857
Kentucky	Union College	Traditional	1	4	5	0	0.2	0.8	1	0
Kentucky	Union College	Alternative, IHE-based	2	7	9	0	0.222222222	0.777777778	1	0
Kentucky	University of Kentucky	Traditional	106	411	466	43	0.205029014	0.794970986	0.915520629	0.084479371
Kentucky	University of Kentucky	Alternative, IHE-based	0	25	22	3	0	1	0.88	0.12
Kentucky	University of Louisville	Traditional	57	198	228	27	0.223529412	0.776470588	0.894117647	0.105882353
Kentucky	University of Louisville	Alternative, IHE-based	33	51	65	19	0.392857143	0.607142857	0.773809524	0.226190476
Kentucky	University of Pikeville	Traditional	4	7	10	1	0.363636364	0.636363636	0.909090909	0.090909091
Kentucky	University of the Cumberlands	Traditional	156	372	417	22	0.295454545	0.704545455	0.949886105	0.050113895
Kentucky	University of the Cumberlands	Alternative, IHE-based	142	202	314	15	0.412790698	0.587209302	0.954407295	0.045592705
Kentucky	Western Kentucky University	Traditional	55	331	369	16	0.142487047	0.857512953	0.958441558	0.041558442
Kentucky	Western Kentucky University	Alternative, IHE-based	3	14	8	9	0.176470588	0.823529412	0.470588235	0.529411765
Louisiana	Centenary College	Alternative, IHE-based	13	29	40	2	0.30952381	0.69047619	0.952380952	0.047619048
Louisiana	Grambling State University	Traditional	3	18	1	20	0.142857143	0.857142857	0.047619048	0.952380952
Louisiana	Grambling State University	Alternative, IHE-based	12	22	0	34	0.352941176	0.647058824	0	1
Louisiana	iTeach Louisiana	Alternative, not IHE-based	42	101	94	49	0.293706294	0.706293706	0.657342657	0.342657343
Louisiana	Louisiana College	Traditional	8	25	32	1	0.242424242	0.757575758	0.96969697	0.03030303
Louisiana	Louisiana College	Alternative, IHE-based	26	95	77	44	0.214876033	0.785123967	0.636363636	0.363636364
Louisiana	LOUISIANA RESOURCE CENTER FOR EDUCATORS	Alternative, not IHE-based	21	118	95	30	0.151079137	0.848920863	0.76	0.24
Louisiana	Louisiana State Univ - Shreveport	Traditional	6	71	67	11	0.077922078	0.922077922	0.858974359	0.141025641
Louisiana	Louisiana State Univ - Shreveport	Alternative, IHE-based	8	20	19	9	0.285714286	0.714285714	0.678571429	0.321428571
Louisiana	Louisiana State University - Alexandria	Traditional	2	45	43	4	0.042553191	0.957446809	0.914893617	0.085106383
Louisiana	Louisiana State University - Alexandria	Alternative, IHE-based	3	9	8	4	0.25	0.75	0.666666667	0.333333333
Louisiana	Louisiana State University - Baton Rouge	Traditional	105	533	523	112	0.164576803	0.835423197	0.823622047	0.176377953
Louisiana	Louisiana State University - Baton Rouge	Alternative, IHE-based	7	23	27	3	0.233333333	0.766666667	0.9	0.1
Louisiana	Louisiana Tech University	Traditional	24	109	124	9	0.180451128	0.819548872	0.932330827	0.067669173
Louisiana	Louisiana Tech University	Alternative, IHE-based	26	78	84	20	0.25	0.75	0.807692308	0.192307692
Louisiana	Loyola University of New Orleans	Traditional	0	0	0	0
Louisiana	McNeese State University	Traditional	36	168	192	12	0.176470588	0.823529412	0.941176471	0.058823529
Louisiana	McNeese State University	Alternative, IHE-based	15	57	58	14	0.208333333	0.791666667	0.805555556	0.194444444
Louisiana	Nicholls State University	Traditional	43	234	232	45	0.155234657	0.844765343	0.837545126	0.162454874
Louisiana	Nicholls State University	Alternative, IHE-based	20	77	77	20	0.206185567	0.793814433	0.793814433	0.206185567
Louisiana	Northwestern State University	Traditional	39	100	111	26	0.28057554	0.71942446	0.810218978	0.189781022
Louisiana	Northwestern State University	Alternative, IHE-based	30	205	170	40	0.127659574	0.872340426	0.80952381	0.19047619
Louisiana	Our Lady of Holy Cross College	Traditional	1	7	6	2	0.125	0.875	0.75	0.25
Louisiana	Our Lady of Holy Cross College	Alternative, IHE-based	5	23	19	9	0.178571429	0.821428571	0.678571429	0.321428571
Louisiana	Relay Graduate School of Education	Alternative, not IHE-based	1	5	4	2	0.166666667	0.833333333	0.666666667	0.333333333
Louisiana	Southeastern Louisiana University	Traditional	61	396	372	83	0.133479212	0.866520788	0.817582418	0.182417582
Louisiana	Southeastern Louisiana University	Alternative, IHE-based	21	59	58	22	0.2625	0.7375	0.725	0.275
Louisiana	Southern Univ - New Orleans	Traditional	1	13	1	13	0.071428571	0.928571429	0.071428571	0.928571429
Louisiana	Southern Univ - New Orleans	Alternative, IHE-based	14	14	7	21	0.5	0.5	0.25	0.75
Louisiana	Southern Univ A and M College	Traditional	17	23	1	39	0.425	0.575	0.025	0.975
Louisiana	Southern Univ A and M College	Alternative, IHE-based	4	9	1	12	0.307692308	0.692307692	0.076923077	0.923076923
Louisiana	St. Bernard Parish Schools	Alternative, not IHE-based	7	22	27	3	0.24137931	0.75862069	0.9	0.1
Louisiana	Teach Ascension Academy	Alternative, not IHE-based	1	7	5	3	0.125	0.875	0.625	0.375
Louisiana	The New Teacher Project	Alternative, not IHE-based	142	319	267	166	0.30802603	0.69197397	0.616628176	0.383371824
Louisiana	Tulane University	Alternative, IHE-based	14	38	42	9	0.269230769	0.730769231	0.823529412	0.176470588
Louisiana	University of LA at Lafayette	Traditional	49	294	292	51	0.142857143	0.857142857	0.851311953	0.148688047
Louisiana	University of LA at Lafayette	Alternative, IHE-based	17	57	61	13	0.22972973	0.77027027	0.824324324	0.175675676
Louisiana	University of LA at Monroe	Traditional	22	115	121	16	0.160583942	0.839416058	0.883211679	0.116788321
Louisiana	University of LA at Monroe	Alternative, IHE-based	17	57	55	19	0.22972973	0.77027027	0.743243243	0.256756757
Louisiana	University of New Orleans	Traditional	23	100	88	35	0.18699187	0.81300813	0.715447154	0.284552846
Louisiana	University of New Orleans	Alternative, IHE-based	39	113	119	33	0.256578947	0.743421053	0.782894737	0.217105263
Louisiana	Xavier University of LA	Traditional	1	14	0	15	0.066666667	0.933333333	0	1
Louisiana	Xavier University of LA	Alternative, IHE-based	9	22	9	26	0.290322581	0.709677419	0.257142857	0.742857143
Maine	Bates College	Traditional	0	0	0	0
Maine	Bowdoin College	Traditional	1	2	2	1	0.333333333	0.666666667	0.666666667	0.333333333
Maine	Colby College	Traditional	0	0	0	0
Maine	College of the Atlantic	Traditional	6	21	26	1	0.222222222	0.777777778	0.962962963	0.037037037
Maine	HUSSON UNIVERSITY	Traditional	24	30	49	3	0.444444444	0.555555556	0.942307692	0.057692308
Maine	Maine College of Art	Traditional	2	8	10	0	0.2	0.8	1	0
Maine	Maine State Department of Education	Alternative, not IHE-based	0	0	0	0
Maine	St. Joseph's College	Traditional	20	74	40	3	0.212765957	0.787234043	0.930232558	0.069767442
Maine	Thomas College	Traditional	14	69	64	14	0.168674699	0.831325301	0.820512821	0.179487179
Maine	Unity College	Traditional	2	7	7	2	0.222222222	0.777777778	0.777777778	0.222222222
Maine	University of Maine	Traditional	188	352	468	30	0.348148148	0.651851852	0.939759036	0.060240964
Maine	University of Maine at Farmington	Traditional	127	436	509	32	0.225577265	0.774422735	0.940850277	0.059149723
Maine	University of Maine at Fort Kent	Traditional	7	16	23	6	0.304347826	0.695652174	0.793103448	0.206896552
Maine	University of Maine at Machias	Traditional	28	67	83	12	0.294736842	0.705263158	0.873684211	0.126315789
Maine	University of Maine at Presque Isle	Traditional	51	117	87	5	0.303571429	0.696428571	0.945652174	0.054347826
Maine	University of New England	Traditional	16	60	72	4	0.210526316	0.789473684	0.947368421	0.052631579
Maine	University of Southern Maine	Traditional	42	137	168	7	0.234636872	0.765363128	0.96	0.04
Marshall Islands	College of the Marshall Islands	Traditional	169	173	2	340	0.494152047	0.505847953	0.005847953	0.994152047
Marshall Islands	University of the South Pacific	Traditional	0	0	0	0
Maryland	Anne Arundel Community College/Anne Arundel County Public Schools	Alternative, not IHE-based	1	7	8	3	0.125	0.875	0.727272727	0.272727273
Maryland	Anne Arundel County Public Schools/Notre Dame of Maryland University	Alternative, not IHE-based	0	8	8	0	0	1	1	0
Maryland	Baltimore City Public Schools/Teach for America	Alternative, not IHE-based	37	110	72	71	0.25170068	0.74829932	0.503496503	0.496503497
Maryland	Baltimore City Public Schools/Urban Teachers	Alternative, not IHE-based	15	58	39	32	0.205479452	0.794520548	0.549295775	0.450704225
Maryland	Baltimore City Teaching Residency/The New Teacher Project(BCTR)	Alternative, not IHE-based	62	170	127	97	0.267241379	0.732758621	0.566964286	0.433035714
Maryland	Baltimore County Public Schools/ Goucher College	Alternative, not IHE-based	9	8	11	6	0.529411765	0.470588235	0.647058824	0.352941176
Maryland	Bowie  State University	Traditional	28	203	27	199	0.121212121	0.878787879	0.119469027	0.880530973
Maryland	Coppin State University	Traditional	5	41	2	90	0.108695652	0.891304348	0.02173913	0.97826087
Maryland	Frostburg State University	Traditional	101	279	284	86	0.265789474	0.734210526	0.767567568	0.232432432
Maryland	Goucher College	Traditional	39	134	118	46	0.225433526	0.774566474	0.719512195	0.280487805
Maryland	Hood College	Traditional	16	50	56	10	0.242424242	0.757575758	0.848484848	0.151515152
Maryland	Johns Hopkins University	Traditional	24	89	76	32	0.212389381	0.787610619	0.703703704	0.296296296
Maryland	Loyola University Maryland	Traditional	27	116	128	21	0.188811189	0.811188811	0.859060403	0.140939597
Maryland	Maryland Department of Education	Alternative, not IHE-based	0	28	0	0	0	1
