state	program_code	provider	provider_type	total	male	female	white	minority	male_percent	female_percent	white_percent	minority_percent
Georgia	3050	Columbus State University	Traditional	394	113	281	241	112	0.28680203	0.71319797	0.682719547	0.317280453
Georgia	3060	Covenant College	Traditional	54	6	48	48	3	0.111111111	0.888888889	0.941176471	0.058823529
Georgia	10018	Dalton State College	Traditional	172	43	129	147	30	0.25	0.75	0.830508475	0.169491525
Georgia	6441	Dekalb County Schools	Alternative, not IHE-based	42	13	28	8	32	0.317073171	0.682926829	0.2	0.8
Georgia	2930	Emmanuel College	Traditional	38	8	30	33	4	0.210526316	0.789473684	0.891891892	0.108108108
Georgia	8804	First District RESA	Alternative, not IHE-based	22	12	10	20	2	0.545454545	0.454545455	0.909090909	0.090909091
Georgia	5330	Fort Valley State University	Traditional	49	15	34	6	42	0.306122449	0.693877551	0.125	0.875
Georgia	6601	Fulton County Schools	Alternative, not IHE-based	9	2	7	2	6	0.222222222	0.777777778	0.25	0.75
Georgia	10108	Georgia Charter School Association (GCSA)	Alternative, not IHE-based	50	17	33	13	36	0.34	0.66	0.265306122	0.734693878
Georgia	5360	Georgia College and State University	Traditional	324	58	266	267	54	0.179012346	0.820987654	0.831775701	0.168224299
Georgia	10034	Georgia Gwinnett College	Traditional	204	38	166	147	71	0.18627451	0.81372549	0.674311927	0.325688073
Georgia	5270	Georgia Regents University	Traditional	247	82	163	147	82	0.334693878	0.665306122	0.641921397	0.358078603
Georgia	5390	Georgia Southern University	Traditional	366	54	312	282	96	0.147540984	0.852459016	0.746031746	0.253968254
Georgia	5420	Georgia Southwestern State University	Traditional	128	24	104	111	17	0.1875	0.8125	0.8671875	0.1328125
Georgia	5090	Georgia State University	Traditional	956	198	713	409	429	0.217343578	0.782656422	0.488066826	0.511933174
Georgia	10159	Georgia Teaching Fellows	Alternative, not IHE-based	44	9	33	10	33	0.214285714	0.785714286	0.23255814	0.76744186
Georgia	10037	Gordon College	Traditional	82	9	73	71	12	0.109756098	0.890243902	0.855421687	0.144578313
Georgia	8624	Griffin RESA	Alternative, not IHE-based	74	22	25	26	48	0.468085106	0.531914894	0.351351351	0.648648649
Georgia	6671	Gwinnett County Schools	Alternative, not IHE-based	113	43	63	54	57	0.405660377	0.594339623	0.486486486	0.513513514
Georgia	5780	Kennesaw State University	Traditional	918	178	740	677	196	0.193899782	0.806100218	0.775486827	0.224513173
Georgia	4315	Lagrange College	Traditional	91	19	45	44	18	0.296875	0.703125	0.709677419	0.290322581
Georgia	3090	Mercer University	Traditional	544	85	459	233	259	0.15625	0.84375	0.473577236	0.526422764
Georgia	8564	Metropolitan RESA	Alternative, not IHE-based	119	38	79	54	61	0.324786325	0.675213675	0.469565217	0.530434783
Georgia	8644	Middle Georgia RESA	Alternative, not IHE-based	175	65	110	57	102	0.371428571	0.628571429	0.358490566	0.641509434
Georgia	98254	Middle Georgia State College	Traditional	85	8	77	67	18	0.094117647	0.905882353	0.788235294	0.211764706
Georgia	8584	Northeast Georgia RESA	Alternative, not IHE-based	33	16	17	22	11	0.484848485	0.515151515	0.666666667	0.333333333
Georgia	8504	Northwest Georgia RESA	Alternative, not IHE-based	34	20	14	28	4	0.588235294	0.411764706	0.875	0.125
Georgia	8664	Oconee RESA	Alternative, not IHE-based	54	15	39	12	43	0.277777778	0.722222222	0.218181818	0.781818182
Georgia	8884	Okefenokee RESA	Alternative, not IHE-based	17	7	10	13	4	0.411764706	0.588235294	0.764705882	0.235294118
Georgia	3120	Paine College	Traditional	3	1	2	0	3	0.333333333	0.666666667	0	1
Georgia	3130	Piedmont College	Traditional	147	61	86	126	21	0.414965986	0.585034014	0.857142857	0.142857143
Georgia	8544	Pioneer RESA	Alternative, not IHE-based	13	5	8	13	0	0.384615385	0.615384615	1	0
Georgia	5029	Point University	Traditional	14	2	12	11	3	0.142857143	0.857142857	0.785714286	0.214285714
Georgia	5568	Reinhardt College	Traditional	78	8	70	75	3	0.102564103	0.897435897	0.961538462	0.038461538
Georgia	3140	Shorter University	Traditional	48	10	38	44	4	0.208333333	0.791666667	0.916666667	0.083333333
Georgia	8844	Southwest Georgia RESA	Alternative, not IHE-based	56	20	35	27	29	0.363636364	0.636363636	0.482142857	0.517857143
Georgia	3150	Spelman College	Traditional	25	8	17	0	25	0.32	0.68	0	1
Georgia	10224	Teach for America-Metro	Alternative, not IHE-based	184	52	131	43	148	0.284153005	0.715846995	0.22513089	0.77486911
Georgia	98213	Technical College System of Georgia	Alternative, not IHE-based	20	8	12	15	5	0.4	0.6	0.75	0.25
Georgia	2920	Thomas University	Traditional	31	9	22	25	6	0.290322581	0.709677419	0.806451613	0.193548387
Georgia	1351	Toccoa Falls College	Traditional	40	11	29	35	6	0.275	0.725	0.853658537	0.146341463
Georgia	10004	Truett-McConnell College	Traditional	22	4	18	22	0	0.181818182	0.818181818	1	0
Georgia	5080	University of Georgia	Traditional	899	167	732	536	74	0.185761958	0.814238042	0.878688525	0.121311475
Georgia	98255	University of North Georgia	Traditional	528	79	449	471	58	0.149621212	0.850378788	0.890359168	0.109640832
Georgia	5540	University of West Georgia	Traditional	982	217	765	683	270	0.220977597	0.779022403	0.716684155	0.283315845
Georgia	5070	Valdosta State University	Traditional	497	123	374	350	136	0.247484909	0.752515091	0.720164609	0.279835391
Georgia	1326	Wesleyan College	Traditional	6	0	6	4	3	0	1	0.571428571	0.428571429
Georgia	8601	West Georgia RESA	Alternative, not IHE-based	26	10	16	12	14	0.384615385	0.615384615	0.461538462	0.538461538
Georgia	10105	Young Harris College	Traditional	36	3	33	33	2	0.083333333	0.916666667	0.942857143	0.057142857
Guam	959	University of Guam	Traditional	364	95	269	9	355	0.260989011	0.739010989	0.024725275	0.975274725
Hawaii	4106	Brigham Young University-Hawaii	Traditional	18	4	14	9	9	0.222222222	0.777777778	0.5	0.5
Hawaii	4106	Brigham Young University-Hawaii	Alternative, IHE-based	2	0	2	1	1	0	1	0.5	0.5
Hawaii	4105	Chaminade University	Traditional	191	38	153	33	114	0.19895288	0.80104712	0.224489796	0.775510204
Hawaii	4352	Hawaii Pacific University	Traditional	9	1	8	4	5	0.111111111	0.888888889	0.444444444	0.555555556
Hawaii	4352	Hawaii Pacific University	Alternative, IHE-based	38	21	17	15	23	0.552631579	0.447368421	0.394736842	0.605263158
Hawaii	4354	iteach Hawaii	Alternative, not IHE-based	15	4	9	7	8	0.307692308	0.692307692	0.466666667	0.533333333
Hawaii	4350	Kaho'iwai	Alternative, not IHE-based	19	6	10	4	16	0.375	0.625	0.2	0.8
Hawaii	4356	Leeward Community College	Alternative, IHE-based	33	18	15	13	20	0.545454545	0.454545455	0.393939394	0.606060606
Hawaii	4200	Teach for America	Alternative, not IHE-based	16	6	10	5	12	0.375	0.625	0.294117647	0.705882353
Hawaii	9200	University of Hawaii Hilo/Kahuawaiola	Alternative, IHE-based	7	3	4	0	7	0.428571429	0.571428571	0	1
Hawaii	4869	University of Hawaii-Hilo	Alternative, IHE-based	23	7	16	5	18	0.304347826	0.695652174	0.217391304	0.782608696
Hawaii	4867	University of Hawaii-Manoa	Traditional	608	155	453	125	483	0.254934211	0.745065789	0.205592105	0.794407895
Hawaii	4867	University of Hawaii-Manoa	Alternative, IHE-based	190	61	129	52	138	0.321052632	0.678947368	0.273684211	0.726315789
Hawaii	4868	University of Hawaii-West Oahu	Traditional	174	38	136	16	158	0.218390805	0.781609195	0.091954023	0.908045977
Hawaii	4803	University of Phoenix - HI	Traditional	136	38	98	15	61	0.279411765	0.720588235	0.197368421	0.802631579
Idaho	1451	ABCTE	Alternative, not IHE-based	466	0	0	0	0
Idaho	4018	Boise State University	Traditional	314	81	233	252	42	0.257961783	0.742038217	0.857142857	0.142857143
Idaho	4018	Boise State University	Alternative, IHE-based	0	0	0	0	0
Idaho	4657	Brigham Young University - Idaho	Traditional	1372	248	1124	1171	157	0.180758017	0.819241983	0.881777108	0.118222892
Idaho	4060	College of Idaho	Traditional	48	12	36	42	6	0.25	0.75	0.875	0.125
Idaho	4355	Idaho State University	Traditional	261	54	189	115	14	0.222222222	0.777777778	0.891472868	0.108527132
Idaho	4355	Idaho State University	Alternative, IHE-based	0	0	0	0	0
Idaho	4385	Lewis-Clark State College	Traditional	116	21	95	109	5	0.181034483	0.818965517	0.956140351	0.043859649
Idaho	4385	Lewis-Clark State College	Alternative, IHE-based	4	3	1	3	1	0.75	0.25	0.75	0.25
Idaho	4544	Northwest Nazarene University	Traditional	272	79	196	222	62	0.287272727	0.712727273	0.781690141	0.218309859
Idaho	4544	Northwest Nazarene University	Alternative, IHE-based	5	1	4	4	0	0.2	0.8	1	0
Idaho	4061	Teach for America - Idaho	Alternative, not IHE-based	14	6	8	13	1	0.428571429	0.571428571	0.928571429	0.071428571
Idaho	4843	University of Idaho	Traditional	193	49	144	176	17	0.25388601	0.74611399	0.911917098	0.088082902
Idaho	4843	University of Idaho	Alternative, IHE-based	0	0	0	0	0
Idaho	4615	University of Phoenix - ID	Traditional	0	0	0	0	0
Illinois	002	Augustana College	Traditional	56	14	42	53	6	0.25	0.75	0.898305085	0.101694915
Illinois	003	Aurora University	Traditional	221	47	174	152	59	0.212669683	0.787330317	0.720379147	0.279620853
Illinois	016	Benedictine University	Traditional	60	16	44	48	12	0.266666667	0.733333333	0.8	0.2
Illinois	016	Benedictine University	Alternative, IHE-based	4	4	0	4	0	1	0	1	0
Illinois	005	Blackburn College	Traditional	32	7	25	30	2	0.21875	0.78125	0.9375	0.0625
Illinois	006	Bradley University	Traditional	148	20	128	130	15	0.135135135	0.864864865	0.896551724	0.103448276
Illinois	007	Chicago State University	Traditional	55	20	35	11	44	0.363636364	0.636363636	0.2	0.8
Illinois	007	Chicago State University	Alternative, IHE-based	1	1	0	0	1	1	0	0	1
Illinois	500	Chicago Teaching Fellows/TNTP Academy	Alternative, not IHE-based	0	0	0	0	0
Illinois	056	Columbia College	Traditional	36	9	27	20	16	0.25	0.75	0.555555556	0.444444444
Illinois	009	Concordia University	Traditional	122	22	100	82	40	0.180327869	0.819672131	0.672131148	0.327868852
Illinois	010	DePaul University	Traditional	703	163	540	365	290	0.231863442	0.768136558	0.557251908	0.442748092
Illinois	041	Dominican University	Traditional	533	86	447	276	162	0.161350844	0.838649156	0.630136986	0.369863014
Illinois	041	Dominican University	Alternative, IHE-based	196	53	142	104	46	0.271794872	0.728205128	0.693333333	0.306666667
Illinois	011	Eastern Illinois University	Traditional	610	135	475	547	50	0.221311475	0.778688525	0.916247906	0.083752094
Illinois	012	Elmhurst College	Traditional	146	51	95	119	27	0.349315068	0.650684932	0.815068493	0.184931507
Illinois	059	Erikson Institute	Traditional	17	1	16	13	4	0.058823529	0.941176471	0.764705882	0.235294118
Illinois	013	Eureka College	Traditional	64	16	48	61	3	0.25	0.75	0.953125	0.046875
Illinois	014	Governors State University	Traditional	365	67	298	200	128	0.183561644	0.816438356	0.609756098	0.390243902
Illinois	014	Governors State University	Alternative, IHE-based	23	5	17	6	17	0.227272727	0.772727273	0.260869565	0.739130435
Illinois	015	Greenville College	Traditional	118	27	88	115	2	0.234782609	0.765217391	0.982905983	0.017094017
Illinois	058	Hebrew Theological College	Traditional	5	0	5	5	0	0	1	1	0
Illinois	017	Illinois College	Traditional	20	5	15	19	1	0.25	0.75	0.95	0.05
Illinois	061	Illinois Institute of Technology	Traditional	20	11	9	13	7	0.55	0.45	0.65	0.35
Illinois	018	Illinois State University	Traditional	3119	800	2319	2533	570	0.256492466	0.743507534	0.8163068	0.1836932
Illinois	019	Illinois Wesleyan University	Traditional	50	16	34	39	9	0.32	0.68	0.8125	0.1875
Illinois	020	Judson University	Traditional	45	7	38	34	11	0.155555556	0.844444444	0.755555556	0.244444444
Illinois	057	Kendall College	Traditional	45	1	44	30	9	0.022222222	0.977777778	0.769230769	0.230769231
Illinois	021	Knox College	Traditional	21	7	14	13	14	0.333333333	0.666666667	0.481481481	0.518518519
Illinois	022	Lake Forest College	Traditional	41	4	37	28	13	0.097560976	0.902439024	0.682926829	0.317073171
Illinois	023	Lewis University	Traditional	271	58	213	211	60	0.21402214	0.78597786	0.778597786	0.221402214
Illinois	024	Loyola University of Chicago	Traditional	374	69	305	280	48	0.184491979	0.815508021	0.853658537	0.146341463
Illinois	025	MacMurray College	Traditional	20	5	15	20	0	0.25	0.75	1	0
Illinois	026	McKendree University	Traditional	125	35	90	110	14	0.28	0.72	0.887096774	0.112903226
Illinois	027	Millikin University	Traditional	230	75	155	193	63	0.326086957	0.673913043	0.75390625	0.24609375
Illinois	028	Monmouth College	Traditional	42	13	29	36	4	0.30952381	0.69047619	0.9	0.1
Illinois	030	National-Louis University	Traditional	741	239	502	479	235	0.322537112	0.677462888	0.670868347	0.329131653
Illinois	030	National-Louis University	Alternative, IHE-based	131	37	94	66	61	0.282442748	0.717557252	0.519685039	0.480314961
Illinois	031	North Central College	Traditional	350	89	261	288	64	0.254285714	0.745714286	0.818181818	0.181818182
Illinois	034	North Park University	Traditional	324	108	216	252	72	0.333333333	0.666666667	0.777777778	0.222222222
Illinois	032	Northeastern Illinois University	Traditional	598	215	380	339	236	0.361344538	0.638655462	0.589565217	0.410434783
Illinois	033	Northern Illinois University	Traditional	848	265	583	658	182	0.3125	0.6875	0.783333333	0.216666667
Illinois	035	Northwestern University	Traditional	99	18	81	82	12	0.181818182	0.818181818	0.872340426	0.127659574
Illinois	036	Olivet Nazarene University	Traditional	122	27	95	115	7	0.221311475	0.778688525	0.942622951	0.057377049
Illinois	038	Quincy University	Traditional	33	8	25	23	2	0.242424242	0.757575758	0.92	0.08
Illinois	038	Quincy University	Alternative, IHE-based	0	0	0	0	0
Illinois	502	Relay Graduate School of Education	Alternative, IHE-based	5	1	4	3	2	0.2	0.8	0.6	0.4
Illinois	039	Rockford University	Traditional	81	26	55	57	15	0.320987654	0.679012346	0.791666667	0.208333333
Illinois	040	Roosevelt University	Traditional	222	44	178	148	70	0.198198198	0.801801802	0.678899083	0.321100917
Illinois	042	Saint Xavier University	Traditional	207	48	159	132	71	0.231884058	0.768115942	0.650246305	0.349753695
Illinois	044	School of the Art Institute of Chicago	Traditional	21	5	15	15	6	0.25	0.75	0.714285714	0.285714286
Illinois	046	Southern Illinois - Edwardsville	Traditional	251	40	211	228	27	0.15936255	0.84063745	0.894117647	0.105882353
Illinois	045	Southern Illinois University - Carbondale	Traditional	169	55	114	159	37	0.325443787	0.674556213	0.81122449	0.18877551
Illinois	048	Trinity Christian College	Traditional	192	47	145	144	48	0.244791667	0.755208333	0.75	0.25
Illinois	049	Trinity International University	Traditional	50	12	38	43	7	0.24	0.76	0.86	0.14
Illinois	052	U. of Illinois at Urbana/Champaign	Traditional	518	126	392	397	121	0.243243243	0.756756757	0.766409266	0.233590734
Illinois	050	University of Chicago	Traditional	95	33	62	44	51	0.347368421	0.652631579	0.463157895	0.536842105
Illinois	051	University of Illinois at Chicago	Traditional	250	67	183	119	117	0.268	0.732	0.504237288	0.495762712
Illinois	051	University of Illinois at Chicago	Alternative, IHE-based	0	0	0	0	0
Illinois	043	University of Illinois at Springfield	Traditional	77	26	51	63	13	0.337662338	0.662337662	0.828947368	0.171052632
Illinois	008	University of Saint Francis	Traditional	73	18	55	57	16	0.246575342	0.753424658	0.780821918	0.219178082
Illinois	053	VanderCook College of Music	Traditional	83	42	41	55	28	0.506024096	0.493975904	0.662650602	0.337349398
Illinois	054	Western Illinois University	Traditional	263	60	203	232	25	0.228136882	0.771863118	0.902723735	0.097276265
Illinois	055	Wheaton College	Traditional	56	15	41	44	12	0.267857143	0.732142857	0.785714286	0.214285714
Indiana	1013	American College of Education	Alternative, IHE-based	133	41	92	84	36	0.308270677	0.691729323	0.7	0.3
Indiana	1016	Anderson University	Traditional	86	16	70	73	7	0.186046512	0.813953488	0.9125	0.0875
Indiana	1016	Anderson University	Alternative, IHE-based	13	5	8	8	3	0.384615385	0.615384615	0.727272727	0.272727273
Indiana	1051	Ball State University	Traditional	772	181	591	735	37	0.234455959	0.765544041	0.952072539	0.047927461
Indiana	1051	Ball State University	Alternative, IHE-based	26	4	22	26	0	0.153846154	0.846153846	1	0
Indiana	1079	Bethel College	Traditional	44	15	29	42	2	0.340909091	0.659090909	0.954545455	0.045454545
Indiana	1079	Bethel College	Alternative, IHE-based	71	18	63	64	7	0.222222222	0.777777778	0.901408451	0.098591549
Indiana	1073	Butler University	Traditional	153	30	123	146	7	0.196078431	0.803921569	0.954248366	0.045751634
Indiana	1073	Butler University	Alternative, IHE-based	15	3	12	12	3	0.2	0.8	0.8	0.2
Indiana	1776	Calumet College of St.  Joseph	Traditional	49	15	34	19	30	0.306122449	0.693877551	0.387755102	0.612244898
Indiana	1776	Calumet College of St.  Joseph	Alternative, IHE-based	65	26	39	40	25	0.4	0.6	0.615384615	0.384615385
Indiana	1166	DePauw University	Traditional	9	5	4	9	0	0.555555556	0.444444444	1	0
Indiana	1195	Earlham College	Alternative, IHE-based	13	8	5	13	1	0.615384615	0.384615385	0.928571429	0.071428571
Indiana	1228	Franklin College	Traditional	25	8	17	25	0	0.32	0.68	1	0
Indiana	1251	Goshen College	Traditional	47	14	33	44	3	0.29787234	0.70212766	0.936170213	0.063829787
Indiana	1251	Goshen College	Alternative, IHE-based	7	2	5	6	1	0.285714286	0.714285714	0.857142857	0.142857143
Indiana	1252	Grace College	Traditional	87	17	70	75	6	0.195402299	0.804597701	0.925925926	0.074074074
Indiana	1290	Hanover College	Traditional	38	7	31	38	0	0.184210526	0.815789474	1	0
Indiana	1300	Holy Cross College	Traditional	4	0	4	4	1	0	1	0.8	0.2
Indiana	1304	Huntington University	Traditional	52	15	37	51	1	0.288461538	0.711538462	0.980769231	0.019230769
Indiana	1328	Indiana Institute of Technology	Traditional	23	11	12	17	6	0.47826087	0.52173913	0.739130435	0.260869565
Indiana	1322	Indiana State University	Traditional	524	214	310	445	75	0.408396947	0.591603053	0.855769231	0.144230769
Indiana	1324	Indiana University Bloomington	Traditional	537	160	377	476	55	0.297951583	0.702048417	0.896421846	0.103578154
Indiana	1324	Indiana University Bloomington	Alternative, IHE-based	41	14	27	35	4	0.341463415	0.658536585	0.897435897	0.102564103
Indiana	1194	Indiana University East	Traditional	53	10	43	50	2	0.188679245	0.811320755	0.961538462	0.038461538
Indiana	1194	Indiana University East	Alternative, IHE-based	2	1	1	2	0	0.5	0.5	1	0
Indiana	1337	Indiana University Kokomo	Traditional	55	8	47	49	6	0.145454545	0.854545455	0.890909091	0.109090909
Indiana	1337	Indiana University Kokomo	Alternative, IHE-based	28	12	16	26	2	0.428571429	0.571428571	0.928571429	0.071428571
Indiana	1338	Indiana University Northwest	Traditional	185	24	161	139	45	0.12972973	0.87027027	0.755434783	0.244565217
Indiana	1338	Indiana University Northwest	Alternative, IHE-based	46	9	37	25	20	0.195652174	0.804347826	0.555555556	0.444444444
Indiana	1334	Indiana University Purdue University Columbus	Traditional	41	7	34	38	3	0.170731707	0.829268293	0.926829268	0.073170732
Indiana	1336	Indiana University Purdue University Fort Wayne	Traditional	199	41	158	187	22	0.206030151	0.793969849	0.894736842	0.105263158
Indiana	1325	Indiana University Purdue University Indianapolis	Traditional	240	49	191	212	28	0.204166667	0.795833333	0.883333333	0.116666667
Indiana	1325	Indiana University Purdue University Indianapolis	Alternative, IHE-based	45	15	30	37	8	0.333333333	0.666666667	0.822222222	0.177777778
Indiana	1339	Indiana University South Bend	Traditional	108	21	87	88	15	0.194444444	0.805555556	0.854368932	0.145631068
Indiana	1339	Indiana University South Bend	Alternative, IHE-based	18	5	13	13	5	0.277777778	0.722222222	0.722222222	0.277777778
Indiana	1314	Indiana University Southeast	Traditional	123	27	96	116	7	0.219512195	0.780487805	0.943089431	0.056910569
Indiana	1314	Indiana University Southeast	Alternative, IHE-based	11	5	6	9	2	0.454545455	0.545454545	0.818181818	0.181818182
Indiana	1446	Indiana Wesleyan University	Traditional	54	7	47	54	0	0.12962963	0.87037037	1	0
Indiana	1446	Indiana Wesleyan University	Alternative, IHE-based	272	80	192	246	26	0.294117647	0.705882353	0.904411765	0.095588235
Indiana	1440	Manchester College	Traditional	26	4	22	25	1	0.153846154	0.846153846	0.961538462	0.038461538
Indiana	1440	Manchester College	Alternative, IHE-based	0	0	0	0	0
Indiana	1442	Marian University	Traditional	36	6	30	35	0	0.166666667	0.833333333	1	0
Indiana	1442	Marian University	Alternative, IHE-based	134	36	98	99	39	0.268656716	0.731343284	0.717391304	0.282608696
Indiana	1585	Oakland City University	Traditional	12	3	9	12	0	0.25	0.75	1	0
Indiana	1585	Oakland City University	Alternative, IHE-based	3	2	1	3	0	0.666666667	0.333333333	1	0
Indiana	1631	Purdue University	Traditional	419	66	353	373	34	0.1575179	0.8424821	0.916461916	0.083538084
Indiana	1631	Purdue University	Alternative, IHE-based	58	11	47	43	9	0.189655172	0.810344828	0.826923077	0.173076923
Indiana	1638	Purdue University Calumet	Traditional	77	12	65	39	10	0.155844156	0.844155844	0.795918367	0.204081633
Indiana	1638	Purdue University Calumet	Alternative, IHE-based	6	2	4	1	2	0.333333333	0.666666667	0.333333333	0.666666667
Indiana	1640	Purdue University North Central	Traditional	225	42	183	196	29	0.186666667	0.813333333	0.871111111	0.128888889
Indiana	1697	Saint Joseph's College	Traditional	24	5	19	22	2	0.208333333	0.791666667	0.916666667	0.083333333
Indiana	1702	Saint Mary's College	Traditional	49	1	48	42	6	0.020408163	0.979591837	0.875	0.125
Indiana	1704	Saint Mary-of-the-Woods College	Traditional	28	1	27	19	1	0.035714286	0.964285714	0.95	0.05
Indiana	1704	Saint Mary-of-the-Woods College	Alternative, IHE-based	16	3	13	10	0	0.1875	0.8125	1	0
Indiana	1802	Taylor University	Traditional	98	17	81	91	7	0.173469388	0.826530612	0.928571429	0.071428571
Indiana	1802	Taylor University	Alternative, IHE-based	94	25	69	87	7	0.265957447	0.734042553	0.925531915	0.074468085
Indiana	1811	Trine University	Traditional	37	18	19	36	1	0.486486486	0.513513514	0.972972973	0.027027027
Indiana	1208	University of Evansville	Traditional	41	5	36	39	2	0.12195122	0.87804878	0.951219512	0.048780488
Indiana	1208	University of Evansville	Alternative, IHE-based	2	1	1	1	0	0.5	0.5	1	0
Indiana	1321	University of Indianapolis	Traditional	62	18	44	52	8	0.290322581	0.709677419	0.866666667	0.133333333
Indiana	1321	University of Indianapolis	Alternative, IHE-based	35	19	16	19	8	0.542857143	0.457142857	0.703703704	0.296296296
Indiana	1841	University of Notre Dame	Alternative, IHE-based	185	87	98	164	21	0.47027027	0.52972973	0.886486486	0.113513514
Indiana	1849	University of Phoenix	Traditional	72	15	57	21	25	0.208333333	0.791666667	0.456521739	0.543478261
Indiana	1849	University of Phoenix	Alternative, IHE-based	72	15	57	21	25	0.208333333	0.791666667	0.456521739	0.543478261
Indiana	1693	University of Saint Francis	Traditional	11	3	8	11	0	0.272727273	0.727272727	1	0
Indiana	1693	University of Saint Francis	Alternative, IHE-based	6	2	4	5	1	0.333333333	0.666666667	0.833333333	0.166666667
Indiana	1335	University of Southern Indiana	Traditional	261	52	209	199	10	0.199233716	0.800766284	0.95215311	0.04784689
Indiana	1335	University of Southern Indiana	Alternative, IHE-based	3	1	2	3	0	0.333333333	0.666666667	1	0
Indiana	1874	Valparaiso University	Traditional	107	20	87	94	13	0.186915888	0.813084112	0.878504673	0.121495327
Indiana	1874	Valparaiso University	Alternative, IHE-based	26	11	15	11	5	0.423076923	0.576923077	0.6875	0.3125
Indiana	1877	Vincennes University	Traditional	32	11	21	31	1	0.34375	0.65625	0.96875	0.03125
Indiana	1895	Wabash College	Traditional	4	4	0	3	1	1	0	0.75	0.25
Iowa	6418	Ashford University	Traditional	74	17	57	61	13	0.22972973	0.77027027	0.824324324	0.175675676
Iowa	6046	Briar Cliff University	Traditional	37	15	22	36	7	0.405405405	0.594594595	0.837209302	0.162790698
Iowa	6047	Buena Vista University	Traditional	667	157	510	560	38	0.235382309	0.764617691	0.936454849	0.063545151
Iowa	6087	Central College	Traditional	113	32	81	79	2	0.283185841	0.716814159	0.975308642	0.024691358
Iowa	6099	Clarke University	Traditional	95	23	72	90	8	0.242105263	0.757894737	0.918367347	0.081632653
Iowa	6101	Coe College	Traditional	76	25	51	67	9	0.328947368	0.671052632	0.881578947	0.118421053
Iowa	6119	Cornell College	Traditional	27	8	20	24	4	0.285714286	0.714285714	0.857142857	0.142857143
Iowa	6171	Dordt College	Traditional	168	55	113	156	1	0.327380952	0.672619048	0.993630573	0.006369427
Iowa	6168	Drake University	Traditional	307	76	231	274	33	0.247557003	0.752442997	0.892508143	0.107491857
Iowa	1215	Emmaus Bible College	Traditional	33	14	19	28	5	0.424242424	0.575757576	0.848484848	0.151515152
Iowa	6214	Faith Baptist Bible College	Traditional	55	7	48	51	5	0.127272727	0.872727273	0.910714286	0.089285714
Iowa	6249	Graceland University	Traditional	136	17	119	116	13	0.125	0.875	0.899224806	0.100775194
Iowa	6215	Grand View University	Traditional	135	43	92	124	11	0.318518519	0.681481481	0.918518519	0.081481481
Iowa	6252	Grinnell College	Traditional	19	3	16	13	6	0.157894737	0.842105263	0.684210526	0.315789474
Iowa	6306	Iowa State University	Traditional	724	133	591	668	32	0.183701657	0.816298343	0.954285714	0.045714286
Iowa	6308	Iowa Wesleyan College	Traditional	61	7	54	59	2	0.114754098	0.885245902	0.967213115	0.032786885
Iowa	5340	Kaplan University	Traditional	1	0	1	1	0	0	1	1	0
Iowa	5340	Kaplan University	Alternative, IHE-based	3	3	0	3	0	1	0	1	0
Iowa	6370	Loras College	Traditional	83	11	72	81	2	0.13253012	0.86746988	0.975903614	0.024096386
Iowa	6375	Luther College	Traditional	87	33	54	86	3	0.379310345	0.620689655	0.966292135	0.033707865
Iowa	4497	Maharishi University of Management	Traditional	8	2	6	6	2	0.25	0.75	0.75	0.25
Iowa	6415	Morningside College	Traditional	126	39	87	120	6	0.30952381	0.69047619	0.952380952	0.047619048
Iowa	6415	Morningside College	Alternative, IHE-based	23	6	17	23	0	0.260869565	0.739130435	1	0
Iowa	6417	Mt. Mercy University	Traditional	18	3	15	16	2	0.166666667	0.833333333	0.888888889	0.111111111
Iowa	6490	Northwestern College	Traditional	101	25	76	96	5	0.247524752	0.752475248	0.95049505	0.04950495
Iowa	6310	Regents Alternative Pathway to Iowa Licensure	Alternative, IHE-based	23	10	13	22	1	0.434782609	0.565217391	0.956521739	0.043478261
Iowa	6650	Simpson College	Traditional	198	49	149	157	8	0.247474747	0.752525253	0.951515152	0.048484848
Iowa	6617	St. Ambrose University	Traditional	151	32	119	140	11	0.21192053	0.78807947	0.927152318	0.072847682
Iowa	6869	University of Dubuque	Traditional	75	25	50	65	6	0.333333333	0.666666667	0.915492958	0.084507042
Iowa	6681	University of Iowa	Traditional	465	96	369	390	43	0.206451613	0.793548387	0.900692841	0.099307159
Iowa	6307	University of Northern Iowa	Traditional	2446	705	1741	2237	166	0.288225675	0.711774325	0.930919684	0.069080316
Iowa	6885	Upper Iowa University	Traditional	173	30	143	164	8	0.173410405	0.826589595	0.953488372	0.046511628
Iowa	6925	Waldorf College	Traditional	21	6	15	18	3	0.285714286	0.714285714	0.857142857	0.142857143
Iowa	6926	Wartburg College	Traditional	105	33	72	102	3	0.314285714	0.685714286	0.971428571	0.028571429
Iowa	6943	William Penn University	Traditional	79	24	55	75	4	0.303797468	0.696202532	0.949367089	0.050632911
Kansas	6031	Baker University	Traditional	98	37	61	96	15	0.37755102	0.62244898	0.864864865	0.135135135
Kansas	6031	Baker University	Alternative, IHE-based	16	4	12	13	5	0.25	0.75	0.722222222	0.277777778
Kansas	2452	Barclay	Traditional	6	2	4	5	1	0.333333333	0.666666667	0.833333333	0.166666667
Kansas	6056	Benedictine College	Traditional	100	18	82	87	7	0.18	0.82	0.925531915	0.074468085
